Id da Instalação;Nome;Id Agente Principal;Agente Principal;Data Prevista;Data Entrada,x,y
RJCMP2;SUB CAMPOS 2                                       RJ       ;EK3;NEOENERGIA GUANABARA TRANSMISSÃO DE ENERGIA S.A.               ;22/06/2023;23/06/2024,-41.312101505999976,-21.852157906000002
RJCPJ ;SUB COMPERJ                                        RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;26/09/2022;30/12/2022,-42.860825001999956,-22.645356007999965
RJLGO ;SUB LAGOS                                          RJ       ;LAG;TRANSMISSORA LAGOS SPE S.A.                                    ;22/03/2023;14/06/2022,-41.96777780399998,-22.41055550499999
RJMGE ;SUB MAGE                                           RJ       ;CRJ;AMPLA ENERGIA E SERVICOS S.A.                                  ;;01/12/1998,-43.02777780599996,-22.600000002
RJSTAD;SUB ADRIANOPOLIS                                   RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;01/12/1998,-43.47693200399999,-22.665712006999968
RJSTAN;SUB ANGRA FUR                                      RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-44.45494800099999,-23.00538000499995
RJSTBF;SUB BAIXADA FLUMINENSE                             RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;31/10/2013;19/11/2013,-43.64222200199998,-22.720833003999985
RJSTCM;SUB CAMPOS                                         RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-41.33847200099996,-21.71953400299998
RJSTGR;SUB GRAJAU                                         RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-43.26482700599996,-22.928023003999954
RJSTIR;SUB IRIRI                                          RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;31/10/2009;06/10/2009,-41.937106005999965,-22.35160600499995
RJSTJP;SUB JACAREPAGUA                                    RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-43.420783005999965,-22.92388890799998
RJSTMH;SUB MACAE MERCHANT                                 RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;04/11/2001,-41.870521999999994,-22.304694004999988
RJSTNV;SUB NOVA IGUACU                                    RJ       ;LTE;LINHAS DE TAUBATÉ TRANSMISSORA DE ENERGIA S.A.                 ;29/09/2017;02/10/2017,-43.535965904999955,-22.75287500099995
RJSTRL;SUB ROCHA LEAO                                     RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-42.022714003999965,-22.426526002999992
RJSTRS;SUB RESENDE                                        RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;31/08/2009;06/04/2009,-44.513889000000006,-22.499167002999968
RJSTSJ;SUB SAO JOSE                                       RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;10/12/1993,-43.33229100699998,-22.748756006999997
RJSTVO;SUB VOLTA REDONDA CSN                              RJ       ;CSN;COMPANHIA SIDERURGICA NACIONAL                                 ;30/09/2018;,-44.071097001,-22.548630006999986
RJSTVP;SUB VENDA DAS PEDRAS                               RJ       ;PDS;PEDRAS TRANSMISSORA DE ENERGIA S.A.                            ;30/11/2010;29/11/2010,-42.793775006999965,-22.733989000999998
RJSTZO;SUB ZONA OESTE                                     RJ       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;13/03/2011;16/03/2011,-43.71466699999996,-22.87297200499995
RJTRIO;SUB TERMINAL RIO                                   RJ       ;XNR;XINGU RIO TRANSMISSORA DE ENERGIA S.A.                         ;02/09/2019;31/07/2019,-43.74177600399997,-22.64802700299998
RNABR ;SUB AREIA BRANCA                                   RN       ;MET;Eólica Mar e Terra Geração e Comercialização                   ;28/02/2014;18/02/2014,-36.916961007,-4.963689006999971
RNACD ;SUB ACU II                                         RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;02/06/2000,-36.908622003999994,-5.593044005999957
RNACT ;SUB ACU III                                        RN       ;PRZ;ARGO VI TRANSMISSAO DE ENERGIA S.A                             ;01/11/2017;09/09/2017,-37.03145990499996,-5.574764005999953
RNALG ;SUB ALEGRIA                                        RN       ;NEO;NEW ENERGY OPTIONS GERAÇÃO DE ENERGIA S.A.                     ;30/12/2011;30/12/2011,-36.38328900199997,-5.124316006999948
RNASS ;SUB ASSU V                                         RN       ;FVA;Central Fotovoltaica de Assu V                                 ;30/11/2017;23/12/2017,-36.01778000599995,-5.5083000070000026
RNBFJ ;SUB BAIXA DO FEIJAO                                RN       ;BXF;CENTRAL EÓLICA BAIXA DO FEIJÃO I SA                            ;30/06/2016;21/05/2016,-36.050679005999996,-5.352990001999956
RNBP1 ;SUB BRISA POTIGUAR I                               RN       ;AB1;NOVA ASA BRANCA I ENERGIAS RENOVÁVEIS SA                       ;31/05/2015;05/08/2015,-35.849083006,-5.254889003999949
RNBP2 ;SUB BRISA POTIGUAR II                              RN       ;IAT;SANTA MARIA ENERGIAS RENOVÁVEIS SA                             ;30/04/2015;23/04/2015,-35.92388900399999,-5.443772002999992
RNCA1 ;SUB CALANGO 1                                      RN       ;CLO;Calango 1 Energia Renovável SA                                 ;30/04/2016;30/01/2016,-36.53695400099997,-6.045274004999953
RNCA2 ;SUB CALANGO 2                                      RN       ;CL2;Calango 2 Energia Renovável SA                                 ;30/04/2016;30/01/2016,-36.489338003,-6.039103999999952
RNCAD ;SUB CARCARA II                                     RN       ;204;Usina de Energia Eólica Carcará II S.A.                        ;30/12/2014;09/12/2014,-36.99666700499995,-4.981389000999968
RNCCA ;SUB CAICARA                                        RN       ;UNV;UNIÃO DOS VENTOS GERADORA EÓLICA S.A.                          ;22/04/2014;,-35.835278003999974,-5.085833005999973
RNCDV ;SUB CAMPO DOS VENTOS                               RN       ;CV2;Campo dos Ventos II Energias Renováveis SA                     ;31/03/2015;05/12/2014,-35.94550000099997,-5.332889005999959
RNCMM ;SUB CEARA MIRIM 2                                  RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;30/10/2014;17/09/2014,-35.452175006000004,-5.670319006
RNCNB ;SUB CARNAUBAS                                      RN       ;UEC;Usina de Energia Eólica Carnaúba SA                            ;30/09/2017;20/06/2017,-35.665000007,-5.151389002999963
RNCRB ;SUB CARAUBAS II                                    RN       ;DTE; DUNAS TRANSMISSÃO DE ENERGIA S.A.                             ;21/09/2023;01/05/2024,-37.55222219999996,-5.713055602999987
RNCRD ;SUB CURRAIS NOVOS 2                                RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;09/09/9999;31/12/1990,-36.52694400399997,-6.276111006999997
RNCRN ;SUB CURRAIS NOVOS II                               RN       ;RT1;LAGOA NOVA TRANSMISSORA DE ENERGIA ELÉTRICA SA                 ;28/02/2019;03/03/2019,-36.775661603,-6.284820705999948
RNCUT ;SUB CUTIA                                          RN       ;CT7;USINA DE ENERGIA EOLICA CUTIA S/A                              ;30/09/2018;22/12/2018,-35.92886700499997,-5.119361005999963
RNETD ;SUB EXTREMOZ II                                    RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;28/02/2014;16/02/2014,-35.299060999999995,-5.7439780009999595
RNEUD ;SUB EURUS II                                       RN       ;EII;Eurus II Energias Renováveis SA                                ;31/03/2015;01/01/2015,-35.83895800299996,-5.3972170059999485
RNGLH ;SUB GALINHOS                                       RN       ;555;Brasventos Eolo Gerador de Energia S.A                         ;30/06/2014;01/02/2014,-36.163417003999996,-5.117750003999959
RNJCD ;SUB JOAO CAMARA 2                                  RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;28/02/2014;28/02/2014,-35.87416700299997,-5.2944440019999774
RNJCT ;SUB JOAO CAMARA III                                RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;30/10/2014;25/09/2014,-35.887215002999994,-5.3772810029999505
RNLAN ;SUB LANCHINHA                                      RN       ;LAN;GESTAMP EÓLICA LANCHINHA SA                                    ;30/04/2016;20/02/2016,-36.703611000999956,-6.1225000029999705
RNLND ;SUB LAGOA NOVA II                                  RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;30/12/2015;20/12/2015,-36.524827002999984,-6.0604910029999814
RNMAC ;SUB MACACOS                                        RN       ;EMA;SPE MACACOS ENERGIA SA                                         ;31/03/2015;03/12/2014,-35.84834100299997,-5.398675001999948
RNMIT ;SUB MIASSABA 3                                     RN       ;556;Brasventos Miassaba 3 Geradora de Energia SA                   ;30/06/2014;01/02/2014,-36.48986100399998,-5.147500000999969
RNMOD ;SUB MODELO                                         RN       ;MOD;Enel Green Power Modelo I Eólica SA                            ;30/11/2014;23/10/2014,-35.89694400099995,-5.420278005
RNMSD ;SUB MOSSORO II                                     RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;02/06/2000,-37.349589004999984,-5.150358006999966
RNMSQ ;SUB MOSSORO IV                                     RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;30/09/2017;28/10/2017,-37.28025000499997,-4.8481890039999485
RNMVT ;SUB MORRO DOS VENTOS II                            RN       ;EUI;Desa Eurus I SA                                                ;15/10/2014;03/12/2014,-35.88498600599996,-5.371550001000003
RNNTD ;SUB NATAL II                                       RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;02/06/2000,-35.23916670699998,-5.807472206999989
RNNTS ;SUB NATAL III                                      RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;31/08/2012;26/08/2012,-35.31970400399996,-5.873863003999986
RNODA ;SUB OLHO DAGUA                                     RN       ;EOD;GE OLHO DÁGUA SA                                               ;31/03/2015;25/02/2015,-35.977483003999964,-5.064175001999956
RNPRS ;SUB PARAISO                                        RN       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;31/12/2002;10/02/2004,-36.00444440499996,-6.236388906999991
RNPTG ;SUB POTIGUARES                                     RN       ;EOP;Energia Potiguar Geradora Eólica SA                            ;22/04/2014;05/04/2014,-35.78805600099997,-5.0908330009999645
